City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Yuryuzan,RU,2021-10-20 21:31:46,54.8633,58.4219,28.6,94,100,8.43
293,Bubaque,GW,2021-10-20 21:31:47,11.2833,-15.8333,82.67,78,100,14.0
294,Sawtell,AU,2021-10-20 21:31:47,-30.3833,153.1,62.62,92,75,5.75
295,Shahr-E Babak,IR,2021-10-20 21:31:47,30.1165,55.1186,59.77,24,1,1.66
296,Sitka,US,2021-10-20 21:31:48,57.0531,-135.33,46.13,91,100,7.16
297,Afyonkarahisar,TR,2021-10-20 21:31:48,38.75,30.6667,47.88,68,2,3.87
298,Ketchikan,US,2021-10-20 21:31:49,55.3422,-131.6461,48.67,87,90,8.05
299,Bajram Curri,AL,2021-10-20 21:31:49,42.3554,20.0784,51.93,73,0,5.82
300,Grammichele,IT,2021-10-20 21:31:50,37.2123,14.6397,62.06,93,4,4.52
301,Horki,BY,2021-10-20 21:31:50,54.2861,30.9842,48.99,82,100,18.28
302,Abha,SA,2021-10-20 21:31:51,18.2164,42.5053,60.62,21,0,0.0
303,Xicotencatl,MX,2021-10-20 21:31:51,23.0167,-98.8833,89.71,56,1,8.32
304,Kamiiso,JP,2021-10-20 21:31:52,41.8167,140.65,44.98,76,40,14.97
305,Mandan,US,2021-10-20 21:31:52,46.8267,-100.8896,43.03,67,1,16.11
306,Grand Gaube,MU,2021-10-20 21:31:52,-20.0064,57.6608,74.37,73,48,5.99
307,Brokopondo,SR,2021-10-20 21:31:53,4.75,-55.1667,82.22,73,51,8.57
308,Cockburn Town,TC,2021-10-20 21:31:53,21.4612,-71.1419,82.26,79,89,17.0
309,Naze,JP,2021-10-20 21:31:54,28.3667,129.4833,65.84,78,100,10.8
310,Fort Nelson,CA,2021-10-20 21:31:54,58.8053,-122.7002,33.39,80,20,0.0
311,Aubenas,FR,2021-10-20 21:31:55,44.6201,4.3899,61.77,95,100,9.42
312,Rundu,NA,2021-10-20 21:31:55,-17.9333,19.7667,73.17,62,96,4.07
313,Yichang,CN,2021-10-20 21:31:55,30.7144,111.2847,51.06,90,100,1.5
314,Warrington,GB,2021-10-20 21:31:56,53.3925,-2.5802,48.88,92,40,1.99
315,Yumen,CN,2021-10-20 21:31:56,40.2833,97.2,38.43,29,48,7.92
316,Tres Lagoas,BR,2021-10-20 21:31:57,-20.7511,-51.6783,73.51,54,4,5.61
317,Haukipudas,FI,2021-10-20 21:31:57,65.1765,25.3523,34.14,96,100,11.1
318,Megion,RU,2021-10-20 21:31:58,61.0296,76.1136,35.62,83,100,6.02
319,Mount Isa,AU,2021-10-20 21:31:12,-20.7333,139.5,82.17,42,87,6.91
320,Marzuq,YE,2021-10-20 21:31:58,14.4,46.4667,74.12,54,70,2.71
321,Pacific Grove,US,2021-10-20 21:27:30,36.6177,-121.9166,71.62,69,90,1.99
322,Santiago Del Estero,AR,2021-10-20 21:31:33,-27.7951,-64.2615,86.81,21,11,10.09
323,Cumbitara,CO,2021-10-20 21:31:59,1.6517,-77.5823,60.96,95,100,3.8
324,Muros,ES,2021-10-20 21:32:00,42.7762,-9.0603,62.24,93,72,6.51
325,Labuhan,ID,2021-10-20 21:32:00,-6.8844,112.2051,78.67,83,54,6.22
326,Dali,CN,2021-10-20 21:32:00,25.7,100.1833,60.6,95,100,4.05
327,Preobrazheniye,RU,2021-10-20 21:32:01,42.9019,133.9064,34.84,58,0,6.51
328,Kigoma,TZ,2021-10-20 21:32:02,-4.8769,29.6267,75.97,74,42,7.07
329,Van,TR,2021-10-20 21:30:14,38.4924,43.3831,40.35,81,20,5.75
330,Arlit,NE,2021-10-20 21:32:03,18.7369,7.3853,88.75,12,34,8.77
331,Vila Franca Do Campo,PT,2021-10-20 21:32:04,37.7167,-25.4333,64.81,73,60,2.24
332,Chitral,PK,2021-10-20 21:32:04,35.8462,71.7858,60.58,46,2,2.35
333,Shimoda,JP,2021-10-20 21:32:05,34.6667,138.95,53.1,64,100,12.46
334,Hamilton,US,2021-10-20 21:32:05,39.1834,-84.5333,73.62,54,1,1.01
335,Nizhneangarsk,RU,2021-10-20 21:32:06,55.7833,109.55,28.11,77,44,4.9
336,San-Pedro,CI,2021-10-20 21:32:06,4.7485,-6.6363,76.23,91,47,5.26
337,Kangaba,ML,2021-10-20 21:32:07,11.9333,-8.4167,78.04,74,95,2.77
338,Tongliao,CN,2021-10-20 21:32:07,43.6125,122.2653,35.83,51,12,0.36
339,Basco,PH,2021-10-20 21:32:08,20.4487,121.9702,80.85,73,38,7.81
340,Goure,NE,2021-10-20 21:32:08,13.9835,10.2704,89.02,17,8,6.98
341,Kabo,CF,2021-10-20 21:32:09,7.6994,18.629,70.88,94,99,3.44
342,Moindou,NC,2021-10-20 21:32:09,-21.6924,165.677,69.75,95,100,1.66
343,Ghansor,IN,2021-10-20 21:32:10,22.65,79.95,64.36,73,7,5.08
344,Bay Roberts,CA,2021-10-20 21:32:10,47.5999,-53.2648,50.32,94,100,3.0
345,Ndende,GA,2021-10-20 21:32:11,-2.4008,11.3581,72.46,97,100,2.89
346,Jacqueville,CI,2021-10-20 21:32:11,5.2052,-4.4146,82.31,84,96,11.54
347,Arkhara,RU,2021-10-20 21:32:12,49.4212,130.0842,18.01,96,24,0.87
348,Asau,RO,2021-10-20 21:32:12,46.4333,26.4,45.52,72,15,7.43
349,Iranshahr,IR,2021-10-20 21:32:12,27.2025,60.6848,77.34,27,0,0.0
350,San Jose De Sisa,PE,2021-10-20 21:32:13,-6.6167,-76.6915,82.92,76,86,2.59
351,Shenjiamen,CN,2021-10-20 21:32:13,29.9576,122.298,60.31,85,100,19.13
352,Tutoia,BR,2021-10-20 21:32:14,-2.7619,-42.2744,80.1,80,63,7.99
353,Tasiilaq,GL,2021-10-20 21:32:14,65.6145,-37.6368,35.76,50,66,10.33
354,Banyo,CM,2021-10-20 21:32:15,6.75,11.8167,65.44,94,99,3.18
355,Alcantara,BR,2021-10-20 21:32:15,-2.4089,-44.4147,84.4,80,20,9.06
356,Padang,ID,2021-10-20 21:32:16,-0.9492,100.3543,75.18,91,100,2.59
357,Kilindoni,TZ,2021-10-20 21:32:16,-7.9139,39.6668,77.27,79,62,12.39
358,Kloulklubed,PW,2021-10-20 21:32:16,7.0419,134.2556,79.3,78,100,7.78
359,Thap Than,TH,2021-10-20 21:32:17,15.4606,99.8917,75.6,91,86,1.05
360,Olot,ES,2021-10-20 21:32:17,42.181,2.4901,66.2,76,40,4.0
361,Hit,IQ,2021-10-20 21:32:18,33.6416,42.8251,72.0,32,0,10.2
362,Ikalamavony,MG,2021-10-20 21:32:18,-21.15,46.5833,68.43,80,81,3.6
363,Novovasylivka,UA,2021-10-20 21:32:19,46.8315,35.7536,47.43,71,46,9.37
364,Sorland,NO,2021-10-20 21:32:19,67.667,12.6934,36.82,96,100,22.5
365,Tianpeng,CN,2021-10-20 21:32:19,30.9866,103.9393,57.63,91,100,3.22
366,Safaga,EG,2021-10-20 21:32:20,26.7292,33.9365,75.15,48,0,18.12
367,Zomin,UZ,2021-10-20 21:32:20,39.9606,68.3958,53.53,25,46,3.24
368,Katsuura,JP,2021-10-20 21:32:21,35.1333,140.3,57.31,62,100,9.91
369,Matay,EG,2021-10-20 21:32:22,28.419,30.7792,69.08,59,43,15.9
370,Krutikha,RU,2021-10-20 21:32:22,53.9599,81.2093,41.49,58,65,6.53
371,Ust-Nera,RU,2021-10-20 21:32:22,64.5667,143.2,4.26,95,100,1.83
372,Menongue,AO,2021-10-20 21:32:23,-14.6585,17.691,65.66,87,100,2.55
373,Raga,SS,2021-10-20 21:32:23,8.4596,25.678,70.57,94,100,1.19
374,Bilma,NE,2021-10-20 21:32:24,18.6853,12.9164,84.42,15,0,10.58
375,Provideniya,RU,2021-10-20 21:32:24,64.3833,-173.3,26.71,80,0,0.0
376,Bosansko Grahovo,BA,2021-10-20 21:32:25,44.1794,16.3639,46.85,96,80,5.06
377,Ilanskiy,RU,2021-10-20 21:32:25,56.2358,96.065,34.74,76,9,4.38
378,Salima,MW,2021-10-20 21:32:26,-13.7804,34.4587,72.93,70,66,12.19
379,Tabas,IR,2021-10-20 21:32:26,33.5959,56.9244,70.25,19,26,7.31
380,Bonthe,SL,2021-10-20 21:27:49,7.5264,-12.505,78.78,85,100,6.91
381,Sept-Iles,CA,2021-10-20 21:28:30,50.2001,-66.3821,50.05,85,75,1.01
382,Gimli,CA,2021-10-20 21:32:27,50.6336,-96.9907,43.43,60,6,19.57
383,Meulaboh,ID,2021-10-20 21:32:28,4.1363,96.1285,74.89,90,100,5.66
384,Nuevo Ideal,MX,2021-10-20 21:32:28,24.8875,-105.0728,73.71,39,50,4.56
385,Lorengau,PG,2021-10-20 21:32:29,-2.0226,147.2712,83.44,72,77,6.49
386,Neryungri,RU,2021-10-20 21:28:59,56.6709,124.6491,24.26,93,91,6.69
387,Port Hedland,AU,2021-10-20 21:32:29,-20.3167,118.5667,64.45,94,2,9.22
388,Pomabamba,PE,2021-10-20 21:32:30,-8.8333,-77.4667,57.36,66,98,3.09
389,Port Keats,AU,2021-10-20 21:32:30,-14.25,129.55,85.14,68,62,7.29
390,Tomatlan,MX,2021-10-20 21:32:31,19.9333,-105.25,87.15,69,15,8.01
391,Panama City,PA,2021-10-20 21:32:02,8.9936,-79.5197,87.75,64,40,6.91
392,Ginosa,IT,2021-10-20 21:32:31,40.5801,16.7561,60.46,85,0,0.85
393,Salinas,US,2021-10-20 21:32:32,36.6777,-121.6555,70.99,64,90,10.36
394,Flin Flon,CA,2021-10-20 21:32:32,54.7682,-101.865,42.64,45,40,2.3
395,Paragould,US,2021-10-20 21:32:32,36.0584,-90.4973,81.09,45,15,1.01
396,Hambantota,LK,2021-10-20 21:32:33,6.1241,81.1185,75.54,100,0,1.14
397,Zhigansk,RU,2021-10-20 21:32:33,66.7697,123.3711,17.53,93,82,7.74
398,Lasa,IT,2021-10-20 21:32:34,46.6166,10.7002,52.54,89,90,5.14
399,Half Moon Bay,US,2021-10-20 21:32:34,37.4636,-122.4286,70.92,77,90,4.0
400,Xining,CN,2021-10-20 21:32:35,36.6167,101.7667,38.14,95,100,2.01
401,Berlevag,NO,2021-10-20 21:32:35,70.8578,29.0864,35.02,59,100,25.86
402,Dingle,PH,2021-10-20 21:32:36,10.9995,122.6711,75.97,93,59,4.56
403,Paamiut,GL,2021-10-20 21:32:36,61.994,-49.6678,36.21,59,0,4.25
404,Saint-Paul,RE,2021-10-20 21:32:37,-21.0096,55.2707,73.49,84,47,1.99
405,Svetlaya,RU,2021-10-20 21:32:37,46.5389,138.3297,32.13,62,76,6.31
406,Akyab,MM,2021-10-20 21:32:38,20.15,92.9,79.57,85,100,4.63
407,Havre-Saint-Pierre,CA,2021-10-20 21:32:38,50.2334,-63.5986,50.36,81,90,4.61
408,Itoman,JP,2021-10-20 21:32:39,26.1247,127.6694,77.02,72,75,3.44
409,Mahanoro,MG,2021-10-20 21:32:39,-19.9,48.8,69.62,86,9,4.68
410,Raudeberg,NO,2021-10-20 21:32:40,61.9875,5.1352,43.2,97,99,5.01
411,Sheridan,US,2021-10-20 21:32:40,44.8333,-106.9173,58.01,39,1,1.99
412,Key Largo,US,2021-10-20 21:30:15,25.0865,-80.4473,83.01,71,35,18.32
413,Poum,NC,2021-10-20 21:32:41,-20.2333,164.0167,69.49,88,100,7.02
414,Zhuhai,CN,2021-10-20 21:32:41,22.2769,113.5678,79.05,89,40,2.3
415,Panzos,GT,2021-10-20 21:32:41,15.4,-89.6667,92.32,88,92,2.59
416,Champerico,GT,2021-10-20 21:32:42,14.3,-91.9167,86.54,83,100,7.0
417,Newry,GB,2021-10-20 21:32:42,54.1784,-6.3374,48.15,89,38,17.49
418,Maldonado,UY,2021-10-20 21:32:43,-34.6667,-54.9167,67.39,73,87,11.79
419,Maniitsoq,GL,2021-10-20 21:32:43,65.4167,-52.9,32.81,71,10,11.92
420,San Mateo Del Mar,MX,2021-10-20 21:32:44,16.2,-95.0,83.46,70,100,16.13
421,Chengde,CN,2021-10-20 21:32:44,40.9725,117.9361,37.13,53,21,3.6
422,Mahajanga,MG,2021-10-20 21:32:44,-15.7167,46.3167,78.82,78,20,4.61
423,Salalah,OM,2021-10-20 21:32:45,17.0151,54.0924,78.89,78,20,3.44
424,Itaituba,BR,2021-10-20 21:32:46,-4.2761,-55.9836,82.56,78,75,5.75
425,Vigeland,NO,2021-10-20 21:32:46,58.0844,7.305,53.06,80,86,18.37
426,Myitkyina,MM,2021-10-20 21:32:47,25.3833,97.4,73.04,100,100,0.83
427,Coahuayana,MX,2021-10-20 21:32:47,18.7333,-103.6833,90.88,72,36,5.48
428,Bykovo,RU,2021-10-20 21:32:47,55.6361,38.0803,39.9,93,90,13.42
429,Trinidad,BO,2021-10-20 21:32:48,-14.8333,-64.9,96.78,34,20,8.05
430,Faanui,PF,2021-10-20 21:32:48,-16.4833,-151.75,77.86,82,14,7.31
431,Bathsheba,BB,2021-10-20 21:32:49,13.2167,-59.5167,83.01,78,75,18.41
432,Sorong,ID,2021-10-20 21:32:50,-0.8833,131.25,80.6,80,100,5.01
433,Klyuchi,RU,2021-10-20 21:32:50,52.2667,79.1667,43.95,49,95,9.01
434,Misratah,LY,2021-10-20 21:31:22,32.3754,15.0925,72.23,70,14,10.18
435,Port Hardy,CA,2021-10-20 21:32:51,50.6996,-127.4199,53.78,94,75,6.91
436,Palana,RU,2021-10-20 21:32:52,59.1167,159.9667,21.34,68,100,15.7
437,Port-Gentil,GA,2021-10-20 21:32:52,-0.7193,8.7815,78.76,83,75,6.91
438,Moldovita,RO,2021-10-20 21:32:53,47.6833,25.5333,50.63,78,97,7.09
439,Dzilam Gonzalez,MX,2021-10-20 21:32:53,21.2833,-88.9333,78.8,90,75,6.93
440,Viedma,AR,2021-10-20 21:32:54,-40.8135,-62.9967,68.83,34,0,18.34
441,Limbang,MY,2021-10-20 21:32:54,4.75,115.0,73.71,98,95,1.52
442,Henties Bay,NA,2021-10-20 21:32:55,-22.116,14.2845,60.85,93,16,7.09
443,Broome,US,2021-10-20 21:32:55,42.2506,-75.833,68.54,60,90,6.91
444,Sabang,ID,2021-10-20 21:32:56,5.8933,95.3214,81.19,71,100,1.52
445,Santa Rosa,PH,2021-10-20 21:32:56,14.3122,121.1114,80.58,87,66,4.43
446,Pontian Kecil,MY,2021-10-20 21:32:57,1.4801,103.3899,78.84,88,98,6.17
447,Morden,CA,2021-10-20 21:31:45,49.1919,-98.1014,44.98,52,100,12.66
448,Virginia Beach,US,2021-10-20 21:29:35,36.8529,-75.978,78.1,51,0,1.54
449,Faya,SA,2021-10-20 21:32:57,18.3851,42.4509,60.91,28,1,7.29
450,Hobyo,SO,2021-10-20 21:32:58,5.3505,48.5268,77.92,83,79,16.98
451,Pyapon,MM,2021-10-20 21:32:58,16.2833,95.6833,75.61,95,57,4.9
452,Stornoway,GB,2021-10-20 21:32:59,58.2093,-6.3865,47.93,75,75,17.27
453,Linares,CL,2021-10-20 21:28:24,-35.85,-71.6,75.18,33,0,6.8
454,Sao Miguel,BR,2021-10-20 21:32:59,-5.4667,-35.3667,83.17,82,100,12.55
455,Heyang,CN,2021-10-20 21:33:00,26.1011,107.473,47.95,96,100,5.68
456,Tatishchevo,RU,2021-10-20 21:33:00,51.6703,45.5953,33.48,77,89,7.49
457,Caravelas,BR,2021-10-20 21:33:01,-17.7125,-39.2481,70.75,90,100,15.28
458,Shingu,JP,2021-10-20 21:33:01,33.7333,135.9833,52.5,73,100,5.95
459,Karaton,ID,2021-10-20 21:33:02,-6.3424,106.1045,81.95,92,97,1.43
460,Goundam,ML,2021-10-20 21:33:03,16.4145,-3.6708,85.96,14,79,11.1
461,Lodja,CD,2021-10-20 21:33:03,-3.4833,23.4333,67.59,96,92,1.59
462,Port Blair,IN,2021-10-20 21:33:04,11.6667,92.75,80.19,83,100,4.94
463,Jever,DE,2021-10-20 21:33:04,53.5833,7.9,56.32,88,20,13.8
464,Santa Cruz,BO,2021-10-20 21:30:04,-17.8,-63.1667,89.65,29,15,9.22
465,Stephenville Crossing,CA,2021-10-20 21:33:05,48.5,-58.4318,48.33,87,75,10.36
466,Ixtapa,MX,2021-10-20 21:33:05,20.7,-105.2,88.23,70,20,10.36
467,Mandera,KE,2021-10-20 21:33:06,3.9366,41.867,79.97,65,95,15.84
468,Vila Velha,BR,2021-10-20 21:33:06,-20.3297,-40.2925,66.15,88,75,11.5
469,Luderitz,NA,2021-10-20 21:33:07,-26.6481,15.1594,55.85,86,45,10.63
470,Vaitape,PF,2021-10-20 21:33:07,-16.5167,-151.75,77.86,82,14,7.36
471,Srednekolymsk,RU,2021-10-20 21:33:08,67.45,153.6833,-9.67,97,83,2.46
472,Kumluca,TR,2021-10-20 21:33:08,36.3703,30.2869,68.63,49,0,6.15
473,Wani,IN,2021-10-20 21:33:09,20.0667,78.95,69.51,72,65,4.65
474,Alice Springs,AU,2021-10-20 21:33:09,-23.7,133.8833,67.55,52,0,6.91
475,Benguela,AO,2021-10-20 21:33:10,-12.5763,13.4055,75.92,78,100,5.41
476,Cairns,AU,2021-10-20 21:33:10,-16.9167,145.7667,82.35,80,75,5.75
477,Kavieng,PG,2021-10-20 21:33:11,-2.5744,150.7967,81.9,77,93,6.02
478,Santa Maria,BR,2021-10-20 21:33:11,-29.6842,-53.8069,70.9,43,20,9.22
479,Dezful,IR,2021-10-20 21:33:11,32.3811,48.4058,74.44,34,93,1.01
480,Lupiro,TZ,2021-10-20 21:33:12,-8.3833,36.6667,74.7,66,91,9.69
481,Saint-Francois,FR,2021-10-20 21:33:12,46.4154,3.9054,63.84,68,100,18.41
482,Boyolangu,ID,2021-10-20 21:33:13,-8.1181,111.8935,75.34,93,89,1.48
483,Kuytun,RU,2021-10-20 21:33:13,54.3419,101.5036,30.76,83,2,6.73
484,Itaueira,BR,2021-10-20 21:33:14,-7.6033,-43.0256,81.99,57,22,4.29
485,Tucuman,AR,2021-10-20 21:33:14,-26.8241,-65.2226,87.8,20,0,16.11
486,Tazovskiy,RU,2021-10-20 21:33:15,67.4667,78.7,29.46,89,100,7.58
487,Tiarei,PF,2021-10-20 21:33:15,-17.5333,-149.3333,80.62,79,68,9.08
488,Gladstone,AU,2021-10-20 21:33:15,-23.85,151.25,73.78,78,72,4.61
489,Cayenne,GF,2021-10-20 21:30:03,4.9333,-52.3333,83.08,80,0,1.01
490,Acapulco,MX,2021-10-20 21:28:45,16.8634,-99.8901,87.62,70,40,4.61
491,Puerto Suarez,BO,2021-10-20 21:33:16,-18.95,-57.8,95.36,49,0,0.0
492,Beringovskiy,RU,2021-10-20 21:33:17,63.05,179.3167,17.4,76,32,5.3
493,Ridgecrest,US,2021-10-20 21:28:45,35.6225,-117.6709,75.65,17,75,3.44
494,Somerton,US,2021-10-20 21:33:17,32.5964,-114.7097,83.71,29,20,0.0
495,Camacha,PT,2021-10-20 21:33:18,33.0833,-16.3333,70.56,83,40,10.36
496,Nizwa,OM,2021-10-20 21:33:18,22.9333,57.5333,75.74,55,30,2.68
497,Kishtwar,IN,2021-10-20 21:33:19,33.3167,75.7667,53.01,43,0,4.83
498,Khilok,RU,2021-10-20 21:33:19,51.3674,110.4676,27.1,93,9,3.0
499,La Reforma,MX,2021-10-20 21:33:20,25.0833,-108.05,98.74,53,4,13.82
500,Monitos,CO,2021-10-20 21:33:20,8.25,-76.05,83.25,81,43,5.12
501,Belmonte,BR,2021-10-20 21:33:21,-15.8631,-38.8828,79.3,85,62,6.42
502,Boa Vista,BR,2021-10-20 21:29:19,2.8197,-60.6733,85.98,62,75,8.05
503,Labuan,MY,2021-10-20 21:33:21,5.2767,115.2417,73.76,94,20,0.0
504,Chicama,PE,2021-10-20 21:32:37,-7.8447,-79.1469,61.34,70,72,8.66
505,Iqaluit,CA,2021-10-20 21:33:22,63.7506,-68.5145,31.73,80,75,3.0
506,Nyrob,RU,2021-10-20 21:33:22,60.733,56.7202,29.77,88,98,4.36
507,Port Augusta,AU,2021-10-20 21:33:23,-32.5,137.7667,64.71,50,26,7.11
508,Zhanaozen,KZ,2021-10-20 21:33:23,43.3,52.8,41.72,61,24,9.35
509,Beyneu,KZ,2021-10-20 21:33:24,45.3167,55.2,42.44,56,60,13.44
510,Sadiqabad,PK,2021-10-20 21:33:24,28.3062,70.1307,75.45,33,0,9.55
511,Prince George,CA,2021-10-20 21:29:09,53.9166,-122.753,45.63,100,1,2.3
512,Barentu,ER,2021-10-20 21:33:25,15.1139,37.5928,76.39,44,24,5.48
513,College,US,2021-10-20 21:33:25,64.8569,-147.8028,39.15,64,75,4.61
514,Ancud,CL,2021-10-20 21:33:26,-41.8697,-73.8203,60.42,92,100,8.88
515,Sterlibashevo,RU,2021-10-20 21:33:26,53.4376,55.2578,30.31,86,80,11.83
516,Sinnamary,GF,2021-10-20 21:33:26,5.3833,-52.95,80.53,79,36,8.75
517,Nalut,LY,2021-10-20 21:33:27,30.3333,10.85,68.77,52,97,18.37
518,Zabid,YE,2021-10-20 21:33:27,14.1951,43.3152,85.24,67,93,6.82
519,Totness,SR,2021-10-20 21:33:28,5.8833,-56.3167,81.14,80,88,12.26
520,Cabra,ES,2021-10-20 21:33:28,37.4725,-4.4421,71.4,43,34,3.74
521,Tori Fatehpur,IN,2021-10-20 21:33:29,25.45,79.1333,71.44,54,5,7.72
522,Tommot,RU,2021-10-20 21:33:29,58.9564,126.2925,29.62,95,100,8.46
523,Nuuk,GL,2021-10-20 21:28:52,64.1835,-51.7216,29.01,100,40,11.5
524,Ambulu,ID,2021-10-20 21:33:30,-8.345,113.6058,75.27,92,100,2.55
525,Long Xuyen,VN,2021-10-20 21:33:30,10.3833,105.4167,75.15,94,100,6.13
526,Pangai,TO,2021-10-20 21:33:31,-19.8,-174.35,77.11,65,40,18.41
527,Kondopoga,RU,2021-10-20 21:33:31,62.2057,34.2614,33.48,98,100,9.93
528,Kirakira,SB,2021-10-20 21:33:32,-10.4544,161.9205,83.53,74,94,9.06
529,Novouzensk,RU,2021-10-20 21:33:32,50.4592,48.1431,33.85,77,14,8.03
530,Acarau,BR,2021-10-20 21:33:33,-2.8856,-40.12,80.37,79,100,11.95
531,Kawalu,ID,2021-10-20 21:33:33,-7.3817,108.2082,71.67,91,89,1.05
532,Broken Hill,AU,2021-10-20 21:33:34,-31.95,141.4333,69.51,19,75,12.66
533,Cozumel,MX,2021-10-20 21:30:18,20.5083,-86.9458,82.38,93,75,1.01
534,Dunedin,NZ,2021-10-20 21:32:37,-45.8742,170.5036,50.81,65,65,7.0
535,Mongu,ZM,2021-10-20 21:33:34,-15.2484,23.1274,73.58,59,91,3.44
536,Vila,PT,2021-10-20 21:33:35,42.0304,-8.1588,53.33,90,70,2.91
537,Sola,VU,2021-10-20 21:33:35,-13.8833,167.55,83.07,84,75,11.5
538,Dagda,LV,2021-10-20 21:33:36,56.0951,27.5372,54.72,82,100,16.35
539,Komsomolskiy,UZ,2021-10-20 21:33:36,40.4272,71.7189,60.22,41,100,6.91
540,Salvador,SV,2021-10-20 21:33:37,13.8333,-88.9167,80.64,84,79,2.1
541,Hokitika,NZ,2021-10-20 21:33:37,-42.7167,170.9667,56.44,53,100,2.15
542,Bloomington,US,2021-10-20 21:33:38,44.8408,-93.2983,56.57,93,90,13.0
543,Moose Factory,CA,2021-10-20 21:33:38,51.2585,-80.6094,39.2,65,40,10.36
544,Guangyuan,CN,2021-10-20 21:33:39,32.442,105.823,49.87,90,100,3.89
545,Yarmouth,US,2021-10-20 21:33:39,41.7057,-70.2286,70.27,76,1,3.44
546,Gallup,US,2021-10-20 21:30:50,35.5281,-108.7426,65.16,27,1,1.99
547,Humberto De Campos,BR,2021-10-20 21:33:40,-2.5983,-43.4611,78.85,79,38,6.04
548,Slave Lake,CA,2021-10-20 21:33:40,55.2834,-114.769,51.78,43,1,20.71
549,Santa Isabel Do Rio Negro,BR,2021-10-20 21:33:41,-0.4139,-65.0192,81.46,77,83,1.34
550,Ovsyanka,RU,2021-10-20 21:33:41,55.9575,92.5519,25.77,72,99,4.74
551,Tshikapa,CD,2021-10-20 21:33:42,-6.4167,20.8,69.82,98,78,1.63
552,Salinopolis,BR,2021-10-20 21:33:42,-0.6136,-47.3561,81.0,76,31,11.12
553,Talara,PE,2021-10-20 21:33:42,-4.5772,-81.2719,72.36,68,0,13.8
554,Calabozo,VE,2021-10-20 21:33:43,8.9242,-67.4293,84.33,63,94,3.71
555,Hovd,MN,2021-10-20 21:33:43,48.0056,91.6419,31.51,49,0,1.79
556,Tiksi,RU,2021-10-20 21:32:59,71.6872,128.8694,11.07,94,100,5.46
